Provider Group Level based on AandE Type 1,Provider Code,Metrices Type,Metric,Label,SD away from Hospital Average,SD away from National Average
Bet Bottom & Top,RTX,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.29,-0.38
Bet Bottom & Top,RTX,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.63,-0.34
Top 10%,RVJ,Daily,Daily_Average_Staff_Absence,D1,0.4,-0.08
Top 10%,RVJ,Daily,Arriving_by_ambulance,D2,1.09,0
Top 10%,RVJ,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.7,-0.13
Top 10%,RVJ,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.67,1.37
Top 10%,RVJ,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.59,0.53
Top 10%,RVJ,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.66,0.52
Top 10%,RVJ,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.5,0.52
Top 10%,RVR,Daily,Daily_Average_Staff_Absence,D1,-0.22,-0.51
Top 10%,RVR,Daily,Arriving_by_ambulance,D2,0.99,-0.29
Top 10%,RVR,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.51,-0.39
Top 10%,RVR,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.22,-0.24
Top 10%,RVR,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.17,-0.41
Top 10%,RVR,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.09,-0.37
Top 10%,RVR,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.39,-0.35
Bottom 10%,RVV,Daily,Daily_Average_Staff_Absence,D1,1.15,-0.15
Bottom 10%,RVV,Daily,Arriving_by_ambulance,D2,1.53,1.86
Bottom 10%,RVV,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.68,-0.53
Bottom 10%,RVV,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.18,1.75
Bottom 10%,RVV,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.5,0.91
Bottom 10%,RVV,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.38,1.23
Bottom 10%,RVV,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.36,1.42
Bet Bottom & Top,RVY,Daily,Daily_Average_Staff_Absence,D1,-1.07,-0.68
Bet Bottom & Top,RVY,Daily,Arriving_by_ambulance,D2,1.34,-1.28
Bet Bottom & Top,RVY,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.61,-0.6
Bet Bottom & Top,RVY,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.58,-0.66
Bet Bottom & Top,RVY,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,1.44,-0.77
Bet Bottom & Top,RVY,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,1.43,-0.67
Bet Bottom & Top,RVY,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.09,-0.63
Bottom 10%,RWA,Daily,Daily_Average_Staff_Absence,D1,-0.8,-0.27
Bottom 10%,RWA,Daily,Arriving_by_ambulance,D2,0.78,0.09
Bottom 10%,RWA,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.74,0.52
Bottom 10%,RWA,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.16,1.14
Bottom 10%,RWA,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.1,0.41
Bottom 10%,RWA,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.27,0.39
Bottom 10%,RWA,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.71,0.4
Bottom 10%,RWD,Daily,Daily_Average_Staff_Absence,D1,-0.35,0.62
Bottom 10%,RWD,Daily,Arriving_by_ambulance,D2,1.41,0.63
Bottom 10%,RWD,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.4,0.5
Bottom 10%,RWD,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.58,0.23
Bottom 10%,RWD,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.57,0.11
Bottom 10%,RWD,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,1.27,0.06
Bottom 10%,RWD,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.47,0.01
Bet Bottom & Top,RWE,Daily,Daily_Average_Staff_Absence,D1,-1.43,2.06
Bet Bottom & Top,RWE,Daily,Arriving_by_ambulance,D2,1.11,1.2
Bet Bottom & Top,RWE,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.44,0.29
Bet Bottom & Top,RWE,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.46,0.4
Bet Bottom & Top,RWE,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1,1.28
Bet Bottom & Top,RWE,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.9,0.95
Bet Bottom & Top,RWE,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.7,0.72
Top 10%,RWF,Daily,Daily_Average_Staff_Absence,D1,-0.46,-0.7
Top 10%,RWF,Daily,Arriving_by_ambulance,D2,1.53,0.49
Top 10%,RWF,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.36,-0.67
Top 10%,RWF,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.69,-0.98
Top 10%,RWF,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.07,-0.28
Top 10%,RWF,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.46,-0.34
Top 10%,RWF,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.8,-0.39
Bottom 10%,RWG,Daily,Daily_Average_Staff_Absence,D1,-0.27,-0.87
Bottom 10%,RWG,Daily,Arriving_by_ambulance,D2,0.92,-0.52
Bottom 10%,RWG,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,1.3,0.05
Bottom 10%,RWG,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.59,-0.45
Bottom 10%,RWG,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.32,-0.48
Bottom 10%,RWG,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.45,-0.57
Bottom 10%,RWG,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.53,-0.6
Bottom 10%,RWH,Daily,Daily_Average_Staff_Absence,D1,-0.57,-0.64
Bottom 10%,RWH,Daily,Arriving_by_ambulance,D2,0.67,-0.76
Bottom 10%,RWH,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.2,0.44
Bottom 10%,RWH,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.64,-0.6
Bottom 10%,RWH,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.42,-0.59
Bottom 10%,RWH,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,1.17,-0.7
Bottom 10%,RWH,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.42,-0.75
Bet Bottom & Top,RWJ,Daily,Daily_Average_Staff_Absence,D1,-0.65,-0.04
Bet Bottom & Top,RWJ,Daily,Arriving_by_ambulance,D2,1.46,-0.52
Bet Bottom & Top,RWJ,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.78,-0.53
Bet Bottom & Top,RWJ,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.09,-0.16
Bet Bottom & Top,RWJ,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.72,-0.25
Bet Bottom & Top,RWJ,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,1.31,-0.2
Bet Bottom & Top,RWJ,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.63,-0.15
Bet Bottom & Top,RWP,Daily,Daily_Average_Staff_Absence,D1,-0.79,-0.26
Bet Bottom & Top,RWP,Daily,Arriving_by_ambulance,D2,-1.11,0.37
Bet Bottom & Top,RWP,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.22,1.36
Bet Bottom & Top,RWP,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.22,-0.66
Bet Bottom & Top,RWP,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.98,-0.33
Bet Bottom & Top,RWP,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,1.08,-0.43
Bet Bottom & Top,RWP,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.22,-0.48
Bet Bottom & Top,RWW,Daily,Daily_Average_Staff_Absence,D1,-1.11,-0.49
Bet Bottom & Top,RWW,Daily,Arriving_by_ambulance,D2,0.58,-1.07
Bet Bottom & Top,RWW,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.79,-0.46
Bet Bottom & Top,RWW,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0.72,0.5
Bet Bottom & Top,RWW,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.38,-0.31
Bet Bottom & Top,RWW,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.18,-0.14
Bet Bottom & Top,RWW,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0,-0.06
Bet Bottom & Top,RWY,Daily,Daily_Average_Staff_Absence,D1,-1.19,-0.05
Bet Bottom & Top,RWY,Daily,Arriving_by_ambulance,D2,0.56,0.42
Bet Bottom & Top,RWY,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.33,-0.62
Bet Bottom & Top,RWY,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.44,0.14
Bet Bottom & Top,RWY,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.98,-0.38
Bet Bottom & Top,RWY,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,1.2,-0.32
Bet Bottom & Top,RWY,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.39,-0.31
Bet Bottom & Top,RXC,Daily,Daily_Average_Staff_Absence,D1,-0.43,-0.19
Bet Bottom & Top,RXC,Daily,Arriving_by_ambulance,D2,1.73,0.21
Bet Bottom & Top,RXC,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.3,-0.56
Bet Bottom & Top,RXC,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.65,1.62
Bet Bottom & Top,RXC,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.49,0.19
Bet Bottom & Top,RXC,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.94,0.32
Bet Bottom & Top,RXC,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.17,0.42
Bet Bottom & Top,RXK,Daily,Daily_Average_Staff_Absence,D1,-0.68,0.43
Bet Bottom & Top,RXK,Daily,Arriving_by_ambulance,D2,-1.29,0.68
Bet Bottom & Top,RXK,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.59,-0.36
Bet Bottom & Top,RXK,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.71,-0.77
Bet Bottom & Top,RXK,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,1.04,-0.14
Bet Bottom & Top,RXK,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,1.18,-0.12
Bet Bottom & Top,RXK,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.19,0.01
Bet Bottom & Top,RXL,Daily,Daily_Average_Staff_Absence,D1,-0.82,0.51
Bet Bottom & Top,RXL,Daily,Arriving_by_ambulance,D2,0.73,-0.43
Bet Bottom & Top,RXL,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,0.08,0.04
Bet Bottom & Top,RXL,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.72,-0.75
Bet Bottom & Top,RXL,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.32,-0.01
Bet Bottom & Top,RXL,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.21,-0.14
Bet Bottom & Top,RXL,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.54,-0.24
Bet Bottom & Top,RXN,Daily,Daily_Average_Staff_Absence,D1,-0.37,0.68
Bet Bottom & Top,RXN,Daily,Arriving_by_ambulance,D2,1.62,-0.45
Bet Bottom & Top,RXN,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.53,-0.51
Bet Bottom & Top,RXN,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.71,-0.52
Bet Bottom & Top,RXN,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.07,0.22
Bet Bottom & Top,RXN,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.54,0.1
Bet Bottom & Top,RXN,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.66,0.06
Bet Bottom & Top,RXP,Daily,Daily_Average_Staff_Absence,D1,-1.11,-0.23
Bet Bottom & Top,RXP,Daily,Arriving_by_ambulance,D2,1.07,0.73
Bet Bottom & Top,RXP,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.84,-0.54
Bet Bottom & Top,RXP,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.63,-0.94
Bet Bottom & Top,RXP,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.54,-0.23
Bet Bottom & Top,RXP,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.6,-0.44
Bet Bottom & Top,RXP,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.68,-0.55
Bet Bottom & Top,RXQ,Daily,Daily_Average_Staff_Absence,D1,-0.87,-0.78
Bet Bottom & Top,RXQ,Daily,Arriving_by_ambulance,D2,1.41,-0.62
Bet Bottom & Top,RXQ,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.39,-0.55
Bet Bottom & Top,RXQ,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.51,-0.35
Bet Bottom & Top,RXQ,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.49,-0.73
Bet Bottom & Top,RXQ,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.65,-0.61
Bet Bottom & Top,RXQ,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.06,-0.48
Bet Bottom & Top,RXR,Daily,Daily_Average_Staff_Absence,D1,-0.73,0.62
Bet Bottom & Top,RXR,Daily,Arriving_by_ambulance,D2,0.98,0.28
Bet Bottom & Top,RXR,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.68,-0.66
Bet Bottom & Top,RXR,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0.98,-0.96
Bet Bottom & Top,RXR,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.47,-0.37
Bet Bottom & Top,RXR,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1,-0.61
Bet Bottom & Top,RXR,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.18,-0.74
Bet Bottom & Top,RXW,Daily,Daily_Average_Staff_Absence,D1,-0.3,0.1
Bet Bottom & Top,RXW,Daily,Arriving_by_ambulance,D2,-1.33,-0.48
Bet Bottom & Top,RXW,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,0.17,1.59
Bet Bottom & Top,RXW,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0.53,-0.11
Bet Bottom & Top,RXW,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.45,-0.11
Bet Bottom & Top,RXW,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,1.26,-0.29
Bet Bottom & Top,RXW,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.99,-0.39
Bet Bottom & Top,RYR,Daily,Daily_Average_Staff_Absence,D1,0.69,2.5
Bet Bottom & Top,RYR,Daily,Arriving_by_ambulance,D2,1.04,3.16
Bet Bottom & Top,RYR,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.33,-0.26
Bet Bottom & Top,RYR,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.26,3.45
Bet Bottom & Top,RYR,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.8,3.01
Bet Bottom & Top,RYR,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.43,3.16
Bet Bottom & Top,RYR,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.41,3.12
